datetime_utc,longitude,latitude,easting_m,northing_m,ortho_ht_m
2018-Jul-25 22:46:14.000,-123.562,48.14426,296998.2,130821.3,1.28
2018-Jul-25 22:46:16.000,-123.5619619,48.1442667,296997.73,130821.6,1.25
